transaction_id,timestamp,customer_hash,amount_usd,cross_border,new_beneficiary,cash_equivalent,country_risk,velocity_24h,night_transaction,investigation_label,data_status
txn-00272,2025-02-05 00:00:00+00:00,customer-099,1942.73,0,0,0,0,2,1,0,fictional
txn-00273,2025-02-05 03:00:00+00:00,customer-100,522.88,0,1,0,0,5,1,0,fictional
txn-00274,2025-02-05 06:00:00+00:00,customer-101,6691.16,0,0,0,1,1,0,0,fictional
txn-00275,2025-02-05 09:00:00+00:00,customer-102,393.33,1,0,0,0,3,0,0,fictional
txn-00276,2025-02-05 12:00:00+00:00,customer-103,1760.1,1,0,0,0,2,0,0,fictional
txn-00277,2025-02-05 15:00:00+00:00,customer-104,832.85,0,0,0,0,2,0,0,fictional
txn-00278,2025-02-05 18:00:00+00:00,customer-105,1698.0,0,0,0,0,3,0,0,fictional
txn-00279,2025-02-05 21:00:00+00:00,customer-106,19291.77,0,0,0,1,3,0,0,fictional
txn-00280,2025-02-06 00:00:00+00:00,customer-107,1874.84,0,0,0,0,3,1,0,fictional
txn-00281,2025-02-06 03:00:00+00:00,customer-108,170.84,1,0,0,0,2,1,0,fictional
txn-00282,2025-02-06 06:00:00+00:00,customer-109,2298.84,1,1,0,1,6,0,0,fictional
txn-00283,2025-02-06 09:00:00+00:00,customer-110,7857.22,1,0,0,0,3,0,0,fictional
txn-00284,2025-02-06 12:00:00+00:00,customer-111,12640.66,0,1,0,0,4,0,0,fictional
txn-00285,2025-02-06 15:00:00+00:00,customer-112,132.7,1,0,0,0,4,0,0,fictional
txn-00286,2025-02-06 18:00:00+00:00,customer-113,11937.35,1,0,0,0,5,0,0,fictional
txn-00287,2025-02-06 21:00:00+00:00,customer-114,2163.61,1,0,0,1,2,0,0,fictional
txn-00288,2025-02-07 00:00:00+00:00,customer-115,1036.13,0,0,0,0,2,1,0,fictional
txn-00289,2025-02-07 03:00:00+00:00,customer-116,27057.23,0,0,0,0,3,1,0,fictional
txn-00290,2025-02-07 06:00:00+00:00,customer-117,24389.06,0,1,0,0,1,0,0,fictional
txn-00291,2025-02-07 09:00:00+00:00,customer-118,1199.99,0,0,0,0,1,0,0,fictional
txn-00292,2025-02-07 12:00:00+00:00,customer-119,65841.42,1,0,0,2,5,0,1,fictional
txn-00293,2025-02-07 15:00:00+00:00,customer-120,2241.3,0,0,0,0,3,0,0,fictional
txn-00294,2025-02-07 18:00:00+00:00,customer-121,646.09,0,0,0,1,2,0,0,fictional
txn-00295,2025-02-07 21:00:00+00:00,customer-122,2882.51,1,0,0,2,2,0,0,fictional
txn-00296,2025-02-08 00:00:00+00:00,customer-123,1262.37,0,0,0,1,1,1,0,fictional
txn-00297,2025-02-08 03:00:00+00:00,customer-124,5476.97,1,1,0,2,4,1,0,fictional
txn-00298,2025-02-08 06:00:00+00:00,customer-125,307.04,0,0,0,0,2,0,0,fictional
txn-00299,2025-02-08 09:00:00+00:00,customer-126,2428.23,0,0,0,0,2,0,0,fictional
txn-00300,2025-02-08 12:00:00+00:00,customer-127,14514.33,0,0,0,2,2,0,0,fictional
txn-00301,2025-02-08 15:00:00+00:00,customer-128,5554.96,0,0,0,1,4,0,0,fictional
txn-00302,2025-02-08 18:00:00+00:00,customer-129,499.46,1,0,0,1,2,0,0,fictional
txn-00303,2025-02-08 21:00:00+00:00,customer-130,9969.33,1,1,0,2,2,0,0,fictional
txn-00304,2025-02-09 00:00:00+00:00,customer-131,5741.32,0,0,0,0,1,1,0,fictional
txn-00305,2025-02-09 03:00:00+00:00,customer-132,2498.28,0,0,0,1,3,1,0,fictional
txn-00306,2025-02-09 06:00:00+00:00,customer-133,2586.51,0,0,0,1,3,0,0,fictional
txn-00307,2025-02-09 09:00:00+00:00,customer-134,697.35,0,0,1,1,0,0,0,fictional
txn-00308,2025-02-09 12:00:00+00:00,customer-135,3559.33,0,0,0,3,3,0,0,fictional
txn-00309,2025-02-09 15:00:00+00:00,customer-136,799.23,0,0,0,1,2,0,0,fictional
txn-00310,2025-02-09 18:00:00+00:00,customer-137,11985.79,0,0,0,0,3,0,0,fictional
txn-00311,2025-02-09 21:00:00+00:00,customer-138,250.64,0,1,0,0,2,0,0,fictional
txn-00312,2025-02-10 00:00:00+00:00,customer-139,351.66,0,1,0,2,4,1,1,fictional
txn-00313,2025-02-10 03:00:00+00:00,customer-140,9141.21,0,0,0,2,4,1,0,fictional
txn-00314,2025-02-10 06:00:00+00:00,customer-141,1602.47,0,0,0,1,6,0,0,fictional
txn-00315,2025-02-10 09:00:00+00:00,customer-142,48848.79,1,0,0,1,3,0,1,fictional
txn-00316,2025-02-10 12:00:00+00:00,customer-143,20699.37,1,0,0,1,6,0,0,fictional
txn-00317,2025-02-10 15:00:00+00:00,customer-144,38866.41,0,0,0,0,3,0,0,fictional
txn-00318,2025-02-10 18:00:00+00:00,customer-145,503.83,0,1,0,0,5,0,0,fictional
txn-00319,2025-02-10 21:00:00+00:00,customer-146,4914.68,0,0,0,1,2,0,0,fictional
txn-00320,2025-02-11 00:00:00+00:00,customer-147,7767.48,0,0,0,1,1,1,0,fictional
txn-00321,2025-02-11 03:00:00+00:00,customer-148,21863.38,0,0,0,0,3,1,0,fictional
txn-00322,2025-02-11 06:00:00+00:00,customer-149,6333.15,0,1,0,1,4,0,0,fictional
txn-00323,2025-02-11 09:00:00+00:00,customer-150,893.13,1,0,0,0,4,0,0,fictional
txn-00324,2025-02-11 12:00:00+00:00,customer-151,2037.78,0,0,0,1,3,0,0,fictional
txn-00325,2025-02-11 15:00:00+00:00,customer-152,4484.44,0,0,0,0,1,0,0,fictional
txn-00326,2025-02-11 18:00:00+00:00,customer-153,7997.27,0,1,0,0,3,0,0,fictional
txn-00327,2025-02-11 21:00:00+00:00,customer-154,1264.82,1,0,0,2,2,0,0,fictional
txn-00328,2025-02-12 00:00:00+00:00,customer-155,195.39,0,0,0,0,5,1,0,fictional
txn-00329,2025-02-12 03:00:00+00:00,customer-156,535.88,0,0,0,2,1,1,0,fictional
txn-00330,2025-02-12 06:00:00+00:00,customer-157,4827.32,1,0,0,2,2,0,0,fictional
txn-00331,2025-02-12 09:00:00+00:00,customer-158,148.63,0,0,1,1,0,0,0,fictional
txn-00332,2025-02-12 12:00:00+00:00,customer-159,1699.69,0,0,0,1,4,0,0,fictional
txn-00333,2025-02-12 15:00:00+00:00,customer-160,1822.99,0,0,0,1,0,0,0,fictional
txn-00334,2025-02-12 18:00:00+00:00,customer-161,788.63,1,0,0,1,5,0,0,fictional
txn-00335,2025-02-12 21:00:00+00:00,customer-162,516.12,0,0,0,2,1,0,0,fictional
txn-00336,2025-02-13 00:00:00+00:00,customer-163,2393.08,0,0,0,1,0,1,0,fictional
txn-00337,2025-02-13 03:00:00+00:00,customer-164,8462.3,1,0,0,3,2,1,1,fictional
txn-00338,2025-02-13 06:00:00+00:00,customer-165,5337.35,0,0,0,0,1,0,0,fictional
txn-00339,2025-02-13 09:00:00+00:00,customer-166,9759.21,0,0,0,0,6,0,0,fictional
txn-00340,2025-02-13 12:00:00+00:00,customer-167,7841.38,1,0,0,2,3,0,0,fictional
txn-00341,2025-02-13 15:00:00+00:00,customer-168,5647.38,1,0,0,0,3,0,0,fictional
txn-00342,2025-02-13 18:00:00+00:00,customer-169,10274.34,0,0,0,0,2,0,0,fictional
txn-00343,2025-02-13 21:00:00+00:00,customer-170,3157.61,0,0,0,1,0,0,0,fictional
txn-00344,2025-02-14 00:00:00+00:00,customer-171,2629.31,0,0,0,1,3,1,0,fictional
txn-00345,2025-02-14 03:00:00+00:00,customer-172,1027.1,0,0,0,3,5,1,0,fictional
txn-00346,2025-02-14 06:00:00+00:00,customer-000,12385.68,0,1,0,0,6,0,1,fictional
txn-00347,2025-02-14 09:00:00+00:00,customer-001,414.92,1,0,0,0,5,0,0,fictional
txn-00348,2025-02-14 12:00:00+00:00,customer-002,555.13,0,0,1,2,4,0,0,fictional
txn-00349,2025-02-14 15:00:00+00:00,customer-003,595.91,1,0,1,0,2,0,0,fictional
txn-00350,2025-02-14 18:00:00+00:00,customer-004,448.12,0,0,0,0,1,0,0,fictional
txn-00351,2025-02-14 21:00:00+00:00,customer-005,53254.87,1,0,0,2,2,0,1,fictional
txn-00352,2025-02-15 00:00:00+00:00,customer-006,3038.65,1,1,0,0,8,1,1,fictional
txn-00353,2025-02-15 03:00:00+00:00,customer-007,962.07,0,0,0,0,3,1,0,fictional
txn-00354,2025-02-15 06:00:00+00:00,customer-008,1120.44,1,0,0,0,3,0,0,fictional
txn-00355,2025-02-15 09:00:00+00:00,customer-009,3859.26,0,0,0,0,4,0,0,fictional
txn-00356,2025-02-15 12:00:00+00:00,customer-010,710.47,0,0,0,1,3,0,0,fictional
txn-00357,2025-02-15 15:00:00+00:00,customer-011,960.79,0,0,0,1,2,0,0,fictional
txn-00358,2025-02-15 18:00:00+00:00,customer-012,3537.0,1,0,0,1,3,0,0,fictional
txn-00359,2025-02-15 21:00:00+00:00,customer-013,31119.5,0,0,0,0,2,0,0,fictional
txn-00360,2025-02-16 00:00:00+00:00,customer-014,2060.28,0,0,0,1,2,1,0,fictional
txn-00361,2025-02-16 03:00:00+00:00,customer-015,5871.33,0,0,0,1,3,1,0,fictional
txn-00362,2025-02-16 06:00:00+00:00,customer-016,1111.27,1,0,0,2,5,0,0,fictional
txn-00363,2025-02-16 09:00:00+00:00,customer-017,44365.46,1,0,0,1,1,0,0,fictional
txn-00364,2025-02-16 12:00:00+00:00,customer-018,1094.44,0,1,0,2,4,0,0,fictional
txn-00365,2025-02-16 15:00:00+00:00,customer-019,649.15,0,0,0,0,0,0,0,fictional
txn-00366,2025-02-16 18:00:00+00:00,customer-020,57.43,0,0,0,2,2,0,0,fictional
txn-00367,2025-02-16 21:00:00+00:00,customer-021,2728.75,1,0,0,1,1,0,0,fictional
txn-00368,2025-02-17 00:00:00+00:00,customer-022,3619.4,1,0,0,1,2,1,0,fictional
txn-00369,2025-02-17 03:00:00+00:00,customer-023,787.53,1,0,0,0,3,1,0,fictional
txn-00370,2025-02-17 06:00:00+00:00,customer-024,1752.11,0,0,0,0,1,0,0,fictional
txn-00371,2025-02-17 09:00:00+00:00,customer-025,1681.24,1,0,0,1,3,0,0,fictional
txn-00372,2025-02-17 12:00:00+00:00,customer-026,462.12,0,0,0,0,1,0,0,fictional
txn-00373,2025-02-17 15:00:00+00:00,customer-027,2421.49,0,1,0,1,3,0,0,fictional
txn-00374,2025-02-17 18:00:00+00:00,customer-028,1244.08,0,0,0,0,1,0,0,fictional
txn-00375,2025-02-17 21:00:00+00:00,customer-029,2113.71,0,0,0,1,2,0,0,fictional
txn-00376,2025-02-18 00:00:00+00:00,customer-030,6818.42,0,0,0,0,0,1,0,fictional
txn-00377,2025-02-18 03:00:00+00:00,customer-031,1627.73,0,0,0,0,3,1,0,fictional
txn-00378,2025-02-18 06:00:00+00:00,customer-032,7162.99,1,0,0,0,3,0,0,fictional
txn-00379,2025-02-18 09:00:00+00:00,customer-033,6155.42,1,0,0,0,2,0,0,fictional
txn-00380,2025-02-18 12:00:00+00:00,customer-034,2053.6,0,0,1,0,0,0,0,fictional
txn-00381,2025-02-18 15:00:00+00:00,customer-035,4800.48,0,0,0,2,4,0,0,fictional
txn-00382,2025-02-18 18:00:00+00:00,customer-036,7864.88,0,0,0,0,1,0,0,fictional
txn-00383,2025-02-18 21:00:00+00:00,customer-037,1783.63,0,0,0,1,2,0,0,fictional
txn-00384,2025-02-19 00:00:00+00:00,customer-038,685.31,0,0,0,0,2,1,0,fictional
txn-00385,2025-02-19 03:00:00+00:00,customer-039,4590.27,0,0,0,1,1,1,0,fictional
txn-00386,2025-02-19 06:00:00+00:00,customer-040,2551.47,0,0,0,2,1,0,0,fictional
txn-00387,2025-02-19 09:00:00+00:00,customer-041,562.12,0,0,0,0,4,0,0,fictional
txn-00388,2025-02-19 12:00:00+00:00,customer-042,5512.37,0,0,0,0,4,0,0,fictional
txn-00389,2025-02-19 15:00:00+00:00,customer-043,2872.5,0,0,0,1,0,0,0,fictional
txn-00390,2025-02-19 18:00:00+00:00,customer-044,4182.77,1,0,0,2,2,0,0,fictional
txn-00391,2025-02-19 21:00:00+00:00,customer-045,2052.97,0,0,0,0,2,0,0,fictional
txn-00392,2025-02-20 00:00:00+00:00,customer-046,11093.15,0,0,0,0,2,1,0,fictional
txn-00393,2025-02-20 03:00:00+00:00,customer-047,6863.42,1,0,0,1,2,1,0,fictional
txn-00394,2025-02-20 06:00:00+00:00,customer-048,496.57,0,1,1,0,4,0,0,fictional
txn-00395,2025-02-20 09:00:00+00:00,customer-049,3048.05,0,0,0,0,2,0,0,fictional
txn-00396,2025-02-20 12:00:00+00:00,customer-050,1018.84,1,0,0,2,2,0,0,fictional
txn-00397,2025-02-20 15:00:00+00:00,customer-051,619.94,0,0,0,2,2,0,0,fictional
txn-00398,2025-02-20 18:00:00+00:00,customer-052,4766.02,0,0,0,1,1,0,0,fictional
txn-00399,2025-02-20 21:00:00+00:00,customer-053,3202.27,0,0,0,1,3,0,0,fictional
txn-00400,2025-02-21 00:00:00+00:00,customer-054,1020.37,0,0,0,1,0,1,0,fictional
txn-00401,2025-02-21 03:00:00+00:00,customer-055,2365.16,0,0,0,1,6,1,0,fictional
txn-00402,2025-02-21 06:00:00+00:00,customer-056,1146.42,0,0,0,1,2,0,0,fictional
txn-00403,2025-02-21 09:00:00+00:00,customer-057,4835.48,0,1,0,3,2,0,0,fictional
txn-00404,2025-02-21 12:00:00+00:00,customer-058,904.97,0,1,0,1,2,0,0,fictional
txn-00405,2025-02-21 15:00:00+00:00,customer-059,6374.81,0,0,0,0,4,0,0,fictional
txn-00406,2025-02-21 18:00:00+00:00,customer-060,45306.11,1,0,0,0,1,0,0,fictional
txn-00407,2025-02-21 21:00:00+00:00,customer-061,2383.01,0,0,0,0,3,0,0,fictional
txn-00408,2025-02-22 00:00:00+00:00,customer-062,35859.12,0,1,0,2,2,1,0,fictional
txn-00409,2025-02-22 03:00:00+00:00,customer-063,2641.69,0,0,0,1,2,1,0,fictional
txn-00410,2025-02-22 06:00:00+00:00,customer-064,461.14,0,0,0,0,3,0,0,fictional
txn-00411,2025-02-22 09:00:00+00:00,customer-065,5084.09,0,0,0,2,1,0,0,fictional
txn-00412,2025-02-22 12:00:00+00:00,customer-066,3213.33,0,1,0,0,3,0,0,fictional
txn-00413,2025-02-22 15:00:00+00:00,customer-067,13608.44,0,0,0,3,3,0,0,fictional
txn-00414,2025-02-22 18:00:00+00:00,customer-068,5653.61,0,0,0,2,3,0,0,fictional
txn-00415,2025-02-22 21:00:00+00:00,customer-069,1276.5,1,1,0,2,4,0,0,fictional
txn-00416,2025-02-23 00:00:00+00:00,customer-070,5559.79,0,0,1,0,3,1,0,fictional
txn-00417,2025-02-23 03:00:00+00:00,customer-071,9455.78,0,0,0,0,3,1,0,fictional
txn-00418,2025-02-23 06:00:00+00:00,customer-072,4955.92,1,1,0,2,4,0,0,fictional
txn-00419,2025-02-23 09:00:00+00:00,customer-073,1999.52,0,0,0,1,2,0,0,fictional
txn-00420,2025-02-23 12:00:00+00:00,customer-074,895.12,0,0,0,0,1,0,0,fictional
txn-00421,2025-02-23 15:00:00+00:00,customer-075,1761.44,0,0,0,1,4,0,0,fictional
txn-00422,2025-02-23 18:00:00+00:00,customer-076,677.74,0,0,0,0,2,0,0,fictional
txn-00423,2025-02-23 21:00:00+00:00,customer-077,6659.39,0,0,0,1,2,0,0,fictional
txn-00424,2025-02-24 00:00:00+00:00,customer-078,677.52,0,0,0,0,2,1,0,fictional
txn-00425,2025-02-24 03:00:00+00:00,customer-079,10055.15,1,1,0,0,4,1,0,fictional
txn-00426,2025-02-24 06:00:00+00:00,customer-080,4334.55,0,0,0,1,1,0,0,fictional
txn-00427,2025-02-24 09:00:00+00:00,customer-081,1264.22,0,0,0,0,3,0,0,fictional
txn-00428,2025-02-24 12:00:00+00:00,customer-082,4463.76,1,0,0,1,4,0,0,fictional
txn-00429,2025-02-24 15:00:00+00:00,customer-083,20.22,0,0,1,0,0,0,0,fictional
txn-00430,2025-02-24 18:00:00+00:00,customer-084,989.64,0,0,0,0,2,0,0,fictional
txn-00431,2025-02-24 21:00:00+00:00,customer-085,3405.84,1,0,0,2,7,0,0,fictional
txn-00432,2025-02-25 00:00:00+00:00,customer-086,476.52,0,0,0,0,3,1,0,fictional
txn-00433,2025-02-25 03:00:00+00:00,customer-087,1174.83,0,0,1,3,0,1,0,fictional
txn-00434,2025-02-25 06:00:00+00:00,customer-088,1651.14,0,1,0,1,2,0,0,fictional
txn-00435,2025-02-25 09:00:00+00:00,customer-089,1652.6,0,0,0,1,2,0,0,fictional
txn-00436,2025-02-25 12:00:00+00:00,customer-090,2073.95,0,1,0,1,2,0,0,fictional
txn-00437,2025-02-25 15:00:00+00:00,customer-091,2360.11,0,0,0,0,1,0,0,fictional
txn-00438,2025-02-25 18:00:00+00:00,customer-092,2769.57,0,0,0,1,1,0,0,fictional
txn-00439,2025-02-25 21:00:00+00:00,customer-093,3369.22,0,0,1,0,5,0,0,fictional
txn-00440,2025-02-26 00:00:00+00:00,customer-094,797.28,0,1,0,0,2,1,0,fictional
txn-00441,2025-02-26 03:00:00+00:00,customer-095,4799.65,0,0,0,2,2,1,0,fictional
txn-00442,2025-02-26 06:00:00+00:00,customer-096,1406.22,0,0,0,3,2,0,0,fictional
txn-00443,2025-02-26 09:00:00+00:00,customer-097,7737.26,0,0,0,0,1,0,0,fictional
txn-00444,2025-02-26 12:00:00+00:00,customer-098,18528.59,1,0,0,1,1,0,0,fictional
txn-00445,2025-02-26 15:00:00+00:00,customer-099,19701.32,0,0,0,0,5,0,0,fictional
txn-00446,2025-02-26 18:00:00+00:00,customer-100,4363.84,0,0,0,1,4,0,0,fictional
txn-00447,2025-02-26 21:00:00+00:00,customer-101,1148.28,0,1,0,2,5,0,0,fictional
txn-00448,2025-02-27 00:00:00+00:00,customer-102,4805.92,0,0,0,1,0,1,0,fictional
txn-00449,2025-02-27 03:00:00+00:00,customer-103,5942.91,0,0,0,1,3,1,0,fictional
txn-00450,2025-02-27 06:00:00+00:00,customer-104,3643.63,0,0,0,0,3,0,0,fictional
txn-00451,2025-02-27 09:00:00+00:00,customer-105,591.01,0,0,0,3,1,0,0,fictional
txn-00452,2025-02-27 12:00:00+00:00,customer-106,10577.79,0,0,0,0,2,0,0,fictional
txn-00453,2025-02-27 15:00:00+00:00,customer-107,12636.47,0,0,0,0,4,0,0,fictional
txn-00454,2025-02-27 18:00:00+00:00,customer-108,11556.51,0,0,0,0,4,0,0,fictional
txn-00455,2025-02-27 21:00:00+00:00,customer-109,19625.37,0,1,1,0,5,0,0,fictional
txn-00456,2025-02-28 00:00:00+00:00,customer-110,795.14,1,0,0,0,3,1,0,fictional
txn-00457,2025-02-28 03:00:00+00:00,customer-111,4879.7,0,1,0,2,4,1,0,fictional
txn-00458,2025-02-28 06:00:00+00:00,customer-112,13979.39,0,1,0,2,5,0,0,fictional
txn-00459,2025-02-28 09:00:00+00:00,customer-113,2857.65,0,0,0,0,1,0,0,fictional
txn-00460,2025-02-28 12:00:00+00:00,customer-114,5211.8,0,0,0,0,2,0,0,fictional
txn-00461,2025-02-28 15:00:00+00:00,customer-115,1539.28,0,0,0,3,2,0,0,fictional
txn-00462,2025-02-28 18:00:00+00:00,customer-116,1948.62,0,0,1,0,2,0,0,fictional
txn-00463,2025-02-28 21:00:00+00:00,customer-117,958.65,0,0,0,0,2,0,0,fictional
txn-00464,2025-03-01 00:00:00+00:00,customer-118,5029.57,0,0,0,3,3,1,0,fictional
txn-00465,2025-03-01 03:00:00+00:00,customer-119,3714.73,0,0,0,0,5,1,0,fictional
txn-00466,2025-03-01 06:00:00+00:00,customer-120,970.84,0,0,0,2,3,0,0,fictional
txn-00467,2025-03-01 09:00:00+00:00,customer-121,948.96,0,1,0,0,1,0,0,fictional
txn-00468,2025-03-01 12:00:00+00:00,customer-122,20506.14,0,1,0,0,2,0,0,fictional
txn-00469,2025-03-01 15:00:00+00:00,customer-123,3468.45,0,0,0,0,3,0,0,fictional
txn-00470,2025-03-01 18:00:00+00:00,customer-124,3475.23,0,0,0,1,3,0,0,fictional
txn-00471,2025-03-01 21:00:00+00:00,customer-125,910.75,0,0,0,0,5,0,0,fictional
txn-00472,2025-03-02 00:00:00+00:00,customer-126,6569.46,0,0,0,0,0,1,0,fictional
txn-00473,2025-03-02 03:00:00+00:00,customer-127,1351.74,0,0,0,1,0,1,0,fictional
txn-00474,2025-03-02 06:00:00+00:00,customer-128,772.76,0,0,0,0,0,0,0,fictional
txn-00475,2025-03-02 09:00:00+00:00,customer-129,604.17,1,0,0,2,2,0,0,fictional
txn-00476,2025-03-02 12:00:00+00:00,customer-130,894.14,1,0,0,0,4,0,0,fictional
txn-00477,2025-03-02 15:00:00+00:00,customer-131,4629.13,0,0,0,1,2,0,0,fictional
txn-00478,2025-03-02 18:00:00+00:00,customer-132,47593.87,1,0,0,2,3,0,0,fictional
txn-00479,2025-03-02 21:00:00+00:00,customer-133,996.51,0,0,0,0,0,0,0,fictional
txn-00480,2025-03-03 00:00:00+00:00,customer-134,7378.54,0,0,0,1,4,1,0,fictional
txn-00481,2025-03-03 03:00:00+00:00,customer-135,10483.47,0,1,0,1,3,1,0,fictional
txn-00482,2025-03-03 06:00:00+00:00,customer-136,2131.5,0,1,0,3,4,0,1,fictional
txn-00483,2025-03-03 09:00:00+00:00,customer-137,1211.19,0,0,1,0,4,0,0,fictional
txn-00484,2025-03-03 12:00:00+00:00,customer-138,6354.25,1,0,0,0,4,0,0,fictional
txn-00485,2025-03-03 15:00:00+00:00,customer-139,1254.27,0,0,0,1,3,0,0,fictional
txn-00486,2025-03-03 18:00:00+00:00,customer-140,33001.35,0,0,0,0,0,0,0,fictional
txn-00487,2025-03-03 21:00:00+00:00,customer-141,4469.39,1,0,0,0,2,0,0,fictional
txn-00488,2025-03-04 00:00:00+00:00,customer-142,2597.23,0,1,0,1,2,1,0,fictional
txn-00489,2025-03-04 03:00:00+00:00,customer-143,7774.84,0,0,0,1,1,1,0,fictional
txn-00490,2025-03-04 06:00:00+00:00,customer-144,1707.58,0,0,0,0,0,0,0,fictional
txn-00491,2025-03-04 09:00:00+00:00,customer-145,12550.13,0,0,0,1,2,0,0,fictional
txn-00492,2025-03-04 12:00:00+00:00,customer-146,1867.04,0,0,0,0,2,0,0,fictional
txn-00493,2025-03-04 15:00:00+00:00,customer-147,1677.1,0,0,0,2,2,0,0,fictional
txn-00494,2025-03-04 18:00:00+00:00,customer-148,1030.95,0,0,0,2,2,0,0,fictional
txn-00495,2025-03-04 21:00:00+00:00,customer-149,910.22,0,0,0,0,0,0,0,fictional
txn-00496,2025-03-05 00:00:00+00:00,customer-150,815.76,1,0,0,1,1,1,0,fictional
txn-00497,2025-03-05 03:00:00+00:00,customer-151,4993.15,0,0,0,1,2,1,0,fictional
txn-00498,2025-03-05 06:00:00+00:00,customer-152,3041.4,0,0,0,1,1,0,0,fictional
txn-00499,2025-03-05 09:00:00+00:00,customer-153,20945.77,1,0,0,2,4,0,0,fictional
txn-00500,2025-03-05 12:00:00+00:00,customer-154,6999.67,0,0,0,1,0,0,0,fictional
txn-00501,2025-03-05 15:00:00+00:00,customer-155,8149.07,0,1,0,1,3,0,0,fictional
txn-00502,2025-03-05 18:00:00+00:00,customer-156,25129.0,0,0,1,0,3,0,0,fictional
txn-00503,2025-03-05 21:00:00+00:00,customer-157,4354.35,0,0,0,1,2,0,0,fictional
txn-00504,2025-03-06 00:00:00+00:00,customer-158,554.06,0,1,0,0,3,1,0,fictional
txn-00505,2025-03-06 03:00:00+00:00,customer-159,2363.85,0,1,0,1,9,1,0,fictional
txn-00506,2025-03-06 06:00:00+00:00,customer-160,2290.97,1,0,0,0,3,0,0,fictional
txn-00507,2025-03-06 09:00:00+00:00,customer-161,688.34,0,0,0,2,2,0,0,fictional
txn-00508,2025-03-06 12:00:00+00:00,customer-162,1641.37,0,0,0,2,1,0,0,fictional
txn-00509,2025-03-06 15:00:00+00:00,customer-163,16237.02,0,0,0,2,1,0,0,fictional
txn-00510,2025-03-06 18:00:00+00:00,customer-164,2448.62,1,0,0,1,5,0,0,fictional
txn-00511,2025-03-06 21:00:00+00:00,customer-165,1215.0,0,0,1,2,2,0,0,fictional
txn-00512,2025-03-07 00:00:00+00:00,customer-166,1913.9,0,0,0,0,3,1,0,fictional
txn-00513,2025-03-07 03:00:00+00:00,customer-167,2667.92,0,0,0,3,3,1,0,fictional
txn-00514,2025-03-07 06:00:00+00:00,customer-168,3135.12,0,0,1,0,1,0,0,fictional
txn-00515,2025-03-07 09:00:00+00:00,customer-169,5277.82,0,0,0,1,3,0,0,fictional
txn-00516,2025-03-07 12:00:00+00:00,customer-170,33766.78,0,0,0,1,8,0,0,fictional
txn-00517,2025-03-07 15:00:00+00:00,customer-171,3770.48,0,0,0,0,0,0,0,fictional
txn-00518,2025-03-07 18:00:00+00:00,customer-172,9775.05,0,0,0,1,2,0,0,fictional
txn-00519,2025-03-07 21:00:00+00:00,customer-000,799.51,0,0,1,0,2,0,0,fictional
txn-00520,2025-03-08 00:00:00+00:00,customer-001,5402.24,0,0,0,0,0,1,0,fictional
txn-00521,2025-03-08 03:00:00+00:00,customer-002,1882.15,0,0,0,1,0,1,0,fictional
txn-00522,2025-03-08 06:00:00+00:00,customer-003,1085.61,0,0,0,0,3,0,0,fictional
txn-00523,2025-03-08 09:00:00+00:00,customer-004,1627.74,1,0,0,1,3,0,0,fictional
txn-00524,2025-03-08 12:00:00+00:00,customer-005,4853.36,0,0,0,1,3,0,0,fictional
txn-00525,2025-03-08 15:00:00+00:00,customer-006,1387.72,0,0,0,0,5,0,0,fictional
txn-00526,2025-03-08 18:00:00+00:00,customer-007,4239.03,0,0,0,0,4,0,0,fictional
txn-00527,2025-03-08 21:00:00+00:00,customer-008,1734.66,0,1,0,1,2,0,0,fictional
txn-00528,2025-03-09 00:00:00+00:00,customer-009,13583.7,0,0,0,1,1,1,0,fictional
txn-00529,2025-03-09 03:00:00+00:00,customer-010,19778.66,1,0,0,3,3,1,1,fictional
txn-00530,2025-03-09 06:00:00+00:00,customer-011,6006.8,0,0,0,0,1,0,0,fictional
txn-00531,2025-03-09 09:00:00+00:00,customer-012,1101.71,0,0,1,1,3,0,0,fictional
txn-00532,2025-03-09 12:00:00+00:00,customer-013,1871.33,0,0,0,2,1,0,0,fictional
txn-00533,2025-03-09 15:00:00+00:00,customer-014,1019.74,1,1,0,0,6,0,0,fictional
txn-00534,2025-03-09 18:00:00+00:00,customer-015,21071.18,0,0,1,1,3,0,0,fictional
txn-00535,2025-03-09 21:00:00+00:00,customer-016,16504.8,0,0,0,0,4,0,0,fictional
txn-00536,2025-03-10 00:00:00+00:00,customer-017,12526.8,0,0,0,1,2,1,0,fictional
txn-00537,2025-03-10 03:00:00+00:00,customer-018,163.96,1,0,0,0,2,1,0,fictional
txn-00538,2025-03-10 06:00:00+00:00,customer-019,4480.91,1,0,0,2,2,0,0,fictional
txn-00539,2025-03-10 09:00:00+00:00,customer-020,11775.45,1,1,0,0,4,0,0,fictional
txn-00540,2025-03-10 12:00:00+00:00,customer-021,8951.07,1,0,0,0,1,0,0,fictional
txn-00541,2025-03-10 15:00:00+00:00,customer-022,2007.29,0,0,0,1,3,0,0,fictional
txn-00542,2025-03-10 18:00:00+00:00,customer-023,6561.36,0,0,0,1,0,0,0,fictional
txn-00543,2025-03-10 21:00:00+00:00,customer-024,1100.77,0,0,0,0,3,0,0,fictional
txn-00544,2025-03-11 00:00:00+00:00,customer-025,1826.91,0,0,0,0,1,1,0,fictional
txn-00545,2025-03-11 03:00:00+00:00,customer-026,519.88,0,1,1,0,3,1,1,fictional
